Timestamp,Memory_Usage_Percent,Memory_Used_GB,Memory_Total_GB
2026-02-18 20:57:10,48.30,123.50,255.69
2026-02-18 20:57:20,48.40,123.63,255.69
2026-02-18 20:57:30,48.40,123.67,255.69
2026-02-18 20:57:40,48.40,123.70,255.69
2026-02-18 20:57:50,48.30,123.49,255.69
2026-02-18 20:58:00,48.40,123.67,255.69
2026-02-18 20:58:10,48.30,123.51,255.69
2026-02-18 20:58:20,48.30,123.62,255.69
2026-02-18 20:58:30,48.40,123.73,255.69
2026-02-18 20:58:40,48.40,123.73,255.69
2026-02-18 20:58:50,48.40,123.68,255.69
2026-02-18 20:59:00,48.50,123.90,255.69
2026-02-18 20:59:10,48.40,123.67,255.69
2026-02-18 20:59:20,48.40,123.68,255.69
2026-02-18 20:59:30,48.30,123.60,255.69
2026-02-18 20:59:40,48.30,123.45,255.69
2026-02-18 20:59:50,48.30,123.56,255.69
2026-02-18 21:00:00,48.40,123.74,255.69
2026-02-18 21:00:10,48.40,123.85,255.69
2026-02-18 21:00:20,48.50,124.05,255.69
2026-02-18 21:00:30,48.40,123.64,255.69
2026-02-18 21:00:40,48.30,123.53,255.69
2026-02-18 21:00:50,48.30,123.43,255.69
2026-02-18 21:01:00,48.30,123.63,255.69
2026-02-18 21:01:10,48.40,123.69,255.69
2026-02-18 21:01:20,48.40,123.70,255.69
2026-02-18 21:01:30,48.30,123.56,255.69
2026-02-18 21:01:40,48.30,123.51,255.69
2026-02-18 21:01:50,48.30,123.60,255.69
2026-02-18 21:02:00,48.30,123.57,255.69
2026-02-18 21:02:10,48.30,123.60,255.69
2026-02-18 21:02:20,48.40,123.64,255.69
2026-02-18 21:02:30,48.40,123.73,255.69
2026-02-18 21:02:40,48.30,123.50,255.69
2026-02-18 21:02:50,48.30,123.56,255.69
2026-02-18 21:03:00,48.30,123.62,255.69
2026-02-18 21:03:10,48.30,123.50,255.69
2026-02-18 21:03:20,48.40,123.71,255.69
2026-02-18 21:03:30,48.40,123.73,255.69
2026-02-18 21:03:40,48.30,123.59,255.69
2026-02-18 21:03:50,48.30,123.56,255.69
2026-02-18 21:04:00,48.30,123.55,255.69
2026-02-18 21:04:10,48.40,123.73,255.69
2026-02-18 21:04:20,48.40,123.79,255.69
2026-02-18 21:04:30,48.30,123.61,255.69
2026-02-18 21:04:40,48.30,123.59,255.69
2026-02-18 21:04:50,48.30,123.60,255.69
2026-02-18 21:05:00,48.40,123.77,255.69
2026-02-18 21:05:10,48.40,123.83,255.69
2026-02-18 21:05:20,48.30,123.62,255.69
2026-02-18 21:05:30,48.40,123.87,255.69
2026-02-18 21:05:40,48.40,123.78,255.69
2026-02-18 21:05:50,48.40,123.71,255.69
2026-02-18 21:06:00,48.30,123.52,255.69
2026-02-18 21:06:10,48.40,123.68,255.69
2026-02-18 21:06:20,48.40,123.64,255.69
2026-02-18 21:06:30,48.40,123.73,255.69
2026-02-18 21:06:40,48.40,123.76,255.69
2026-02-18 21:06:50,48.30,123.57,255.69
2026-02-18 21:07:00,48.30,123.53,255.69
2026-02-18 21:07:10,48.40,123.70,255.69
2026-02-18 21:07:20,48.30,123.55,255.69
2026-02-18 21:07:31,48.50,123.90,255.69
2026-02-18 21:07:41,48.40,123.68,255.69
2026-02-18 21:07:51,48.40,123.85,255.69
2026-02-18 21:08:01,48.40,123.76,255.69
2026-02-18 21:08:11,48.40,123.71,255.69
2026-02-18 21:08:21,48.30,123.56,255.69
2026-02-18 21:08:31,48.30,123.56,255.69
2026-02-18 21:08:41,48.40,123.74,255.69
2026-02-18 21:08:51,48.40,123.84,255.69
2026-02-18 21:09:01,48.40,123.79,255.69
2026-02-18 21:09:11,48.40,123.82,255.69
2026-02-18 21:09:21,48.30,123.54,255.69
2026-02-18 21:09:31,48.30,123.57,255.69
2026-02-18 21:09:41,48.40,123.65,255.69
2026-02-18 21:09:51,48.40,123.76,255.69
2026-02-18 21:10:01,48.30,123.61,255.69
2026-02-18 21:10:11,48.40,123.76,255.69
2026-02-18 21:10:21,48.30,123.53,255.69
2026-02-18 21:10:31,48.30,123.50,255.69
2026-02-18 21:10:41,48.30,123.58,255.69
2026-02-18 21:10:51,48.30,123.58,255.69
2026-02-18 21:11:01,48.30,123.61,255.69
2026-02-18 21:11:11,48.30,123.62,255.69
2026-02-18 21:11:21,48.30,123.37,255.69
2026-02-18 21:11:31,48.30,123.58,255.69
2026-02-18 21:11:41,48.40,123.63,255.69
2026-02-18 21:11:51,48.30,123.62,255.69
2026-02-18 21:12:01,48.30,123.42,255.69
2026-02-18 21:12:11,48.20,123.37,255.69
2026-02-18 21:12:21,48.30,123.51,255.69
2026-02-18 21:12:31,48.30,123.63,255.69
2026-02-18 21:12:41,48.40,123.79,255.69
2026-02-18 21:12:51,48.40,123.82,255.69
2026-02-18 21:13:01,48.30,123.49,255.69
2026-02-18 21:13:11,48.20,123.34,255.69
2026-02-18 21:13:21,48.30,123.41,255.69
2026-02-18 21:13:31,48.30,123.52,255.69
2026-02-18 21:13:41,48.30,123.49,255.69
2026-02-18 21:13:51,48.30,123.53,255.69
2026-02-18 21:14:01,48.30,123.56,255.69
2026-02-18 21:14:11,48.30,123.49,255.69
2026-02-18 21:14:21,48.30,123.53,255.69
2026-02-18 21:14:31,48.20,123.36,255.69
2026-02-18 21:14:41,48.40,123.66,255.69
2026-02-18 21:14:51,48.30,123.50,255.69
2026-02-18 21:15:01,48.30,123.51,255.69
2026-02-18 21:15:11,48.30,123.50,255.69
2026-02-18 21:15:21,48.40,123.76,255.69
2026-02-18 21:15:31,48.30,123.51,255.69
2026-02-18 21:15:41,48.30,123.56,255.69
2026-02-18 21:15:51,48.30,123.53,255.69
2026-02-18 21:16:01,48.40,123.66,255.69
2026-02-18 21:16:11,48.30,123.51,255.69
2026-02-18 21:16:21,48.30,123.51,255.69
2026-02-18 21:16:31,48.40,123.70,255.69
2026-02-18 21:16:41,48.30,123.58,255.69
2026-02-18 21:16:51,48.30,123.42,255.69
2026-02-18 21:17:01,48.40,123.67,255.69
2026-02-18 21:17:11,48.30,123.38,255.69
2026-02-18 21:17:21,48.30,123.44,255.69
2026-02-18 21:17:31,48.30,123.46,255.69
2026-02-18 21:17:41,48.40,123.68,255.69
2026-02-18 21:17:51,48.40,123.73,255.69
