Timestamp,Power_W,Energy_kWh,Cost_EUR,Carbon_kgCO2
2026-02-17 12:14:27,128.04,0.0,0.0,0.0
2026-02-17 12:14:37,128.77,0.000358,0.0001,0.0
2026-02-17 12:14:47,128.84,0.000716,0.0001,0.0001
2026-02-17 12:14:57,130.97,0.001079,0.0002,0.0001
2026-02-17 12:15:07,124.53,0.001425,0.0003,0.0001
2026-02-17 12:15:17,125.47,0.001774,0.0003,0.0002
2026-02-17 12:15:27,127.78,0.002129,0.0004,0.0002
2026-02-17 12:15:37,126.35,0.00248,0.0004,0.0002
2026-02-17 12:15:47,125.6,0.002829,0.0005,0.0003
2026-02-17 12:15:57,126.54,0.00318,0.0006,0.0003
2026-02-17 12:16:07,128.5,0.003537,0.0006,0.0004
2026-02-17 12:16:17,127.73,0.003892,0.0007,0.0004
2026-02-17 12:16:27,129.96,0.004253,0.0008,0.0004
2026-02-17 12:16:37,128.56,0.00461,0.0008,0.0005
2026-02-17 12:16:47,126.33,0.004961,0.0009,0.0005
2026-02-17 12:16:57,126.16,0.005311,0.001,0.0005
2026-02-17 12:17:07,129.86,0.005672,0.001,0.0006
2026-02-17 12:17:17,126.66,0.006024,0.0011,0.0006
2026-02-17 12:17:27,127.87,0.006379,0.0011,0.0006
2026-02-17 12:17:37,127.06,0.006732,0.0012,0.0007
2026-02-17 12:17:47,125.14,0.00708,0.0013,0.0007
2026-02-17 12:17:57,128.74,0.007437,0.0013,0.0007
2026-02-17 12:18:07,128.17,0.007793,0.0014,0.0008
2026-02-17 12:18:17,126.05,0.008143,0.0015,0.0008
2026-02-17 12:18:27,127.84,0.008499,0.0015,0.0008
2026-02-17 12:18:37,126.06,0.008849,0.0016,0.0009
2026-02-17 12:18:47,126.81,0.009201,0.0017,0.0009
2026-02-17 12:18:57,126.96,0.009554,0.0017,0.001
2026-02-17 12:19:07,129.54,0.009913,0.0018,0.001
2026-02-17 12:19:17,125.54,0.010262,0.0018,0.001
2026-02-17 12:19:27,128.59,0.010619,0.0019,0.0011
2026-02-17 12:19:37,126.36,0.01097,0.002,0.0011
2026-02-17 12:19:47,126.11,0.011321,0.002,0.0011
2026-02-17 12:19:57,126.58,0.011672,0.0021,0.0012
2026-02-17 12:20:07,132.32,0.01204,0.0022,0.0012
2026-02-17 12:20:17,130.84,0.012403,0.0022,0.0012
2026-02-17 12:20:27,124.74,0.01275,0.0023,0.0013
2026-02-17 12:20:37,124.94,0.013097,0.0024,0.0013
2026-02-17 12:20:47,125.34,0.013445,0.0024,0.0013
2026-02-17 12:20:57,127.82,0.0138,0.0025,0.0014
2026-02-17 12:21:07,127.56,0.014154,0.0025,0.0014
2026-02-17 12:21:17,126.56,0.014506,0.0026,0.0015
2026-02-17 12:21:27,125.41,0.014854,0.0027,0.0015
2026-02-17 12:21:37,127.8,0.015209,0.0027,0.0015
2026-02-17 12:21:47,126.27,0.01556,0.0028,0.0016
2026-02-17 12:21:57,127.16,0.015913,0.0029,0.0016
2026-02-17 12:22:07,128.23,0.01627,0.0029,0.0016
2026-02-17 12:22:17,126.03,0.01662,0.003,0.0017
2026-02-17 12:22:27,127.36,0.016973,0.0031,0.0017
2026-02-17 12:22:37,126.58,0.017325,0.0031,0.0017
2026-02-17 12:22:47,127.24,0.017678,0.0032,0.0018
2026-02-17 12:22:57,128.05,0.018034,0.0032,0.0018
2026-02-17 12:23:07,124.3,0.018379,0.0033,0.0018
2026-02-17 12:23:17,126.22,0.01873,0.0034,0.0019
2026-02-17 12:23:27,126.65,0.019082,0.0034,0.0019
2026-02-17 12:23:37,126.07,0.019432,0.0035,0.0019
2026-02-17 12:23:47,125.79,0.019781,0.0036,0.002
2026-02-17 12:23:57,126.87,0.020134,0.0036,0.002
2026-02-17 12:24:07,125.4,0.020482,0.0037,0.002
2026-02-17 12:24:17,127.47,0.020836,0.0038,0.0021
2026-02-17 12:24:27,124.62,0.021182,0.0038,0.0021
2026-02-17 12:24:37,125.96,0.021532,0.0039,0.0022
2026-02-17 12:24:47,126.08,0.021883,0.0039,0.0022
2026-02-17 12:24:57,126.36,0.022234,0.004,0.0022
2026-02-17 12:25:07,127.78,0.022588,0.0041,0.0023
2026-02-17 12:25:17,126.0,0.022938,0.0041,0.0023
2026-02-17 12:25:27,124.68,0.023285,0.0042,0.0023
2026-02-17 12:25:37,127.78,0.02364,0.0043,0.0024
2026-02-17 12:25:47,128.22,0.023996,0.0043,0.0024
2026-02-17 12:25:57,128.01,0.024352,0.0044,0.0024
2026-02-17 12:26:07,123.53,0.024695,0.0044,0.0025
2026-02-17 12:26:17,125.32,0.025043,0.0045,0.0025
2026-02-17 12:26:27,125.09,0.02539,0.0046,0.0025
2026-02-17 12:26:37,128.02,0.025746,0.0046,0.0026
2026-02-17 12:26:47,134.58,0.02612,0.0047,0.0026
2026-02-17 12:26:57,138.58,0.026505,0.0048,0.0027
2026-02-17 12:27:07,127.96,0.02686,0.0048,0.0027
2026-02-17 12:27:17,127.32,0.027214,0.0049,0.0027
2026-02-17 12:27:27,127.3,0.027567,0.005,0.0028
2026-02-17 12:27:37,127.98,0.027923,0.005,0.0028
2026-02-17 12:27:47,127.2,0.028276,0.0051,0.0028
2026-02-17 12:27:57,125.66,0.028625,0.0052,0.0029
2026-02-17 12:28:07,125.04,0.028973,0.0052,0.0029
2026-02-17 12:28:17,125.77,0.029322,0.0053,0.0029
2026-02-17 12:28:27,123.51,0.029665,0.0053,0.003
2026-02-17 12:28:37,125.48,0.030014,0.0054,0.003
2026-02-17 12:28:47,125.53,0.030362,0.0055,0.003
2026-02-17 12:28:57,125.02,0.03071,0.0055,0.0031
2026-02-17 12:29:07,125.6,0.031058,0.0056,0.0031
2026-02-17 12:29:17,127.18,0.031412,0.0057,0.0031
2026-02-17 12:29:27,126.09,0.031762,0.0057,0.0032
2026-02-17 12:29:37,127.38,0.032116,0.0058,0.0032
2026-02-17 12:29:47,124.85,0.032463,0.0058,0.0032
2026-02-17 12:29:57,125.02,0.03281,0.0059,0.0033
2026-02-17 12:30:07,123.01,0.033152,0.006,0.0033
2026-02-17 12:30:17,123.94,0.033496,0.006,0.0033
2026-02-17 12:30:27,125.21,0.033844,0.0061,0.0034
2026-02-17 12:30:37,124.74,0.03419,0.0062,0.0034
2026-02-17 12:30:47,126.63,0.034542,0.0062,0.0035
2026-02-17 12:30:57,128.08,0.034898,0.0063,0.0035
2026-02-17 12:31:07,128.64,0.035255,0.0063,0.0035
2026-02-17 12:31:17,127.39,0.035609,0.0064,0.0036
2026-02-17 12:31:27,126.79,0.035961,0.0065,0.0036
2026-02-17 12:31:37,127.19,0.036314,0.0065,0.0036
2026-02-17 12:31:47,127.3,0.036668,0.0066,0.0037
2026-02-17 12:31:57,124.74,0.037014,0.0067,0.0037
2026-02-17 12:32:07,127.4,0.037368,0.0067,0.0037
2026-02-17 12:32:17,126.57,0.03772,0.0068,0.0038
2026-02-17 12:32:27,128.96,0.038078,0.0069,0.0038
2026-02-17 12:32:37,124.21,0.038423,0.0069,0.0038
2026-02-17 12:32:47,126.79,0.038775,0.007,0.0039
2026-02-17 12:32:57,127.18,0.039129,0.007,0.0039
2026-02-17 12:33:07,130.34,0.039491,0.0071,0.0039
2026-02-17 12:33:17,124.79,0.039837,0.0072,0.004
2026-02-17 12:33:27,126.72,0.040189,0.0072,0.004
2026-02-17 12:33:37,128.57,0.040546,0.0073,0.0041
2026-02-17 12:33:47,129.05,0.040905,0.0074,0.0041
2026-02-17 12:33:57,128.27,0.041261,0.0074,0.0041
2026-02-17 12:34:07,127.78,0.041616,0.0075,0.0042
2026-02-17 12:34:17,127.58,0.041971,0.0076,0.0042
2026-02-17 12:34:27,126.32,0.042322,0.0076,0.0042
2026-02-17 12:34:37,125.6,0.04267,0.0077,0.0043
2026-02-17 12:34:47,126.9,0.043023,0.0077,0.0043
2026-02-17 12:34:57,128.23,0.043379,0.0078,0.0043
2026-02-17 12:35:07,126.55,0.043731,0.0079,0.0044
2026-02-17 12:35:17,128.46,0.044087,0.0079,0.0044
2026-02-17 12:35:27,129.37,0.044447,0.008,0.0044
2026-02-17 12:35:37,126.11,0.044797,0.0081,0.0045
2026-02-17 12:35:47,126.19,0.045148,0.0081,0.0045
2026-02-17 12:35:57,125.21,0.045495,0.0082,0.0045
2026-02-17 12:36:07,124.52,0.045841,0.0083,0.0046
2026-02-17 12:36:17,124.88,0.046188,0.0083,0.0046
2026-02-17 12:36:27,126.3,0.046539,0.0084,0.0047
2026-02-17 12:36:37,125.22,0.046887,0.0084,0.0047
2026-02-17 12:36:47,130.56,0.04725,0.0085,0.0047
2026-02-17 12:36:57,130.91,0.047613,0.0086,0.0048
2026-02-17 12:37:07,128.15,0.047969,0.0086,0.0048
2026-02-17 12:37:17,128.69,0.048327,0.0087,0.0048
2026-02-17 12:37:27,128.91,0.048685,0.0088,0.0049
2026-02-17 12:37:37,133.3,0.049055,0.0088,0.0049
2026-02-17 12:37:47,127.14,0.049408,0.0089,0.0049
2026-02-17 12:37:57,126.12,0.049758,0.009,0.005
2026-02-17 12:38:07,123.7,0.050102,0.009,0.005
2026-02-17 12:38:17,128.84,0.05046,0.0091,0.005
2026-02-17 12:38:27,124.48,0.050806,0.0091,0.0051
2026-02-17 12:38:37,124.73,0.051152,0.0092,0.0051
2026-02-17 12:38:47,125.36,0.0515,0.0093,0.0052
2026-02-17 12:38:57,126.57,0.051852,0.0093,0.0052
2026-02-17 12:39:07,128.36,0.052209,0.0094,0.0052
2026-02-17 12:39:17,127.95,0.052564,0.0095,0.0053
2026-02-17 12:39:27,129.42,0.052924,0.0095,0.0053
2026-02-17 12:39:37,125.93,0.053273,0.0096,0.0053
2026-02-17 12:39:47,125.37,0.053622,0.0097,0.0054
2026-02-17 12:39:57,125.63,0.053971,0.0097,0.0054
2026-02-17 12:40:07,131.8,0.054337,0.0098,0.0054
2026-02-17 12:40:17,130.02,0.054698,0.0098,0.0055
2026-02-17 12:40:27,133.8,0.05507,0.0099,0.0055
2026-02-17 12:40:37,128.37,0.055426,0.01,0.0055
2026-02-17 12:40:47,126.74,0.055778,0.01,0.0056
2026-02-17 12:40:57,124.02,0.056123,0.0101,0.0056
2026-02-17 12:41:07,125.53,0.056471,0.0102,0.0056
2026-02-17 12:41:17,126.96,0.056824,0.0102,0.0057
2026-02-17 12:41:27,130.62,0.057187,0.0103,0.0057
2026-02-17 12:41:37,127.07,0.05754,0.0104,0.0058
2026-02-17 12:41:47,128.96,0.057898,0.0104,0.0058
2026-02-17 12:41:57,128.71,0.058256,0.0105,0.0058
2026-02-17 12:42:07,127.06,0.058608,0.0105,0.0059
2026-02-17 12:42:17,126.86,0.058961,0.0106,0.0059
2026-02-17 12:42:27,127.05,0.059314,0.0107,0.0059
2026-02-17 12:42:37,125.44,0.059662,0.0107,0.006
2026-02-17 12:42:47,126.41,0.060013,0.0108,0.006
2026-02-17 12:42:57,127.18,0.060367,0.0109,0.006
2026-02-17 12:43:07,126.54,0.060718,0.0109,0.0061
2026-02-17 12:43:17,125.82,0.061068,0.011,0.0061
2026-02-17 12:43:27,124.64,0.061414,0.0111,0.0061
2026-02-17 12:43:37,126.22,0.061764,0.0111,0.0062
2026-02-17 12:43:47,127.61,0.062119,0.0112,0.0062
2026-02-17 12:43:57,126.45,0.06247,0.0112,0.0062
2026-02-17 12:44:07,126.11,0.062821,0.0113,0.0063
2026-02-17 12:44:17,126.61,0.063172,0.0114,0.0063
2026-02-17 12:44:27,127.4,0.063526,0.0114,0.0064
2026-02-17 12:44:37,125.78,0.063876,0.0115,0.0064
2026-02-17 12:44:47,125.23,0.064223,0.0116,0.0064
2026-02-17 12:44:57,126.64,0.064575,0.0116,0.0065
2026-02-17 12:45:07,127.16,0.064928,0.0117,0.0065
2026-02-17 12:45:17,127.82,0.065283,0.0118,0.0065
2026-02-17 12:45:27,126.24,0.065634,0.0118,0.0066
2026-02-17 12:45:37,123.85,0.065978,0.0119,0.0066
2026-02-17 12:45:47,124.89,0.066325,0.0119,0.0066
2026-02-17 12:45:57,127.32,0.066679,0.012,0.0067
2026-02-17 12:46:07,127.92,0.067034,0.0121,0.0067
2026-02-17 12:46:17,125.78,0.067383,0.0121,0.0067
2026-02-17 12:46:27,125.9,0.067733,0.0122,0.0068
2026-02-17 12:46:37,127.46,0.068087,0.0123,0.0068
2026-02-17 12:46:47,124.12,0.068432,0.0123,0.0068
2026-02-17 12:46:57,125.62,0.068781,0.0124,0.0069
2026-02-17 12:47:07,125.8,0.06913,0.0124,0.0069
2026-02-17 12:47:17,126.62,0.069482,0.0125,0.0069
2026-02-17 12:47:27,125.25,0.06983,0.0126,0.007
2026-02-17 12:47:37,125.3,0.070178,0.0126,0.007
2026-02-17 12:47:47,126.3,0.070529,0.0127,0.0071
2026-02-17 12:47:57,127.02,0.070882,0.0128,0.0071
2026-02-17 12:48:07,125.37,0.07123,0.0128,0.0071
2026-02-17 12:48:17,129.45,0.07159,0.0129,0.0072
2026-02-17 12:48:27,126.0,0.07194,0.0129,0.0072
2026-02-17 12:48:37,128.94,0.072298,0.013,0.0072
2026-02-17 12:48:47,128.78,0.072655,0.0131,0.0073
2026-02-17 12:48:57,128.54,0.073012,0.0131,0.0073
2026-02-17 12:49:07,127.87,0.073368,0.0132,0.0073
2026-02-17 12:49:17,128.56,0.073725,0.0133,0.0074
2026-02-17 12:49:27,129.93,0.074086,0.0133,0.0074
2026-02-17 12:49:37,127.29,0.074439,0.0134,0.0074
2026-02-17 12:49:47,128.79,0.074797,0.0135,0.0075
2026-02-17 12:49:57,128.76,0.075155,0.0135,0.0075
2026-02-17 12:50:07,125.83,0.075504,0.0136,0.0076
2026-02-17 12:50:17,127.01,0.075857,0.0137,0.0076
2026-02-17 12:50:27,125.93,0.076207,0.0137,0.0076
2026-02-17 12:50:37,127.18,0.07656,0.0138,0.0077
2026-02-17 12:50:47,125.93,0.07691,0.0138,0.0077
2026-02-17 12:50:57,125.25,0.077258,0.0139,0.0077
2026-02-17 12:51:07,125.22,0.077606,0.014,0.0078
2026-02-17 12:51:17,126.05,0.077956,0.014,0.0078
2026-02-17 12:51:27,125.97,0.078306,0.0141,0.0078
2026-02-17 12:51:37,124.14,0.078651,0.0142,0.0079
2026-02-17 12:51:47,126.37,0.079002,0.0142,0.0079
2026-02-17 12:51:57,125.9,0.079351,0.0143,0.0079
2026-02-17 12:52:07,133.03,0.079721,0.0143,0.008
2026-02-17 12:52:17,127.87,0.080076,0.0144,0.008
2026-02-17 12:52:27,124.43,0.080422,0.0145,0.008
2026-02-17 12:52:37,125.64,0.080771,0.0145,0.0081
2026-02-17 12:52:47,124.29,0.081116,0.0146,0.0081
2026-02-17 12:52:57,124.88,0.081463,0.0147,0.0081
2026-02-17 12:53:07,125.28,0.081811,0.0147,0.0082
2026-02-17 12:53:17,128.03,0.082166,0.0148,0.0082
2026-02-17 12:53:27,124.7,0.082513,0.0149,0.0083
2026-02-17 12:53:37,124.3,0.082858,0.0149,0.0083
2026-02-17 12:53:47,124.17,0.083203,0.015,0.0083
2026-02-17 12:53:57,129.9,0.083564,0.015,0.0084
2026-02-17 12:54:07,133.57,0.083935,0.0151,0.0084
2026-02-17 12:54:17,124.84,0.084282,0.0152,0.0084
2026-02-17 12:54:27,124.65,0.084628,0.0152,0.0085
2026-02-17 12:54:37,126.13,0.084978,0.0153,0.0085
2026-02-17 12:54:47,123.54,0.085321,0.0154,0.0085
2026-02-17 12:54:57,125.03,0.085669,0.0154,0.0086
2026-02-17 12:55:07,129.33,0.086028,0.0155,0.0086
2026-02-17 12:55:17,124.01,0.086372,0.0155,0.0086
2026-02-17 12:55:27,124.5,0.086718,0.0156,0.0087
2026-02-17 12:55:37,128.46,0.087075,0.0157,0.0087
2026-02-17 12:55:47,130.71,0.087438,0.0157,0.0087
2026-02-17 12:55:57,125.02,0.087786,0.0158,0.0088
2026-02-17 12:56:07,125.54,0.088134,0.0159,0.0088
2026-02-17 12:56:17,126.57,0.088486,0.0159,0.0088
2026-02-17 12:56:27,128.19,0.088842,0.016,0.0089
2026-02-17 12:56:37,124.89,0.089189,0.0161,0.0089
2026-02-17 12:56:47,127.56,0.089543,0.0161,0.009
2026-02-17 12:56:57,126.98,0.089896,0.0162,0.009
2026-02-17 12:57:07,125.42,0.090244,0.0162,0.009
2026-02-17 12:57:17,126.27,0.090595,0.0163,0.0091
2026-02-17 12:57:27,125.34,0.090943,0.0164,0.0091
2026-02-17 12:57:37,124.52,0.091289,0.0164,0.0091
2026-02-17 12:57:47,125.7,0.091638,0.0165,0.0092
2026-02-17 12:57:57,125.91,0.091988,0.0166,0.0092
2026-02-17 12:58:07,126.8,0.09234,0.0166,0.0092
2026-02-17 12:58:17,125.68,0.092689,0.0167,0.0093
2026-02-17 12:58:27,125.47,0.093038,0.0167,0.0093
2026-02-17 12:58:37,130.82,0.093401,0.0168,0.0093
2026-02-17 12:58:47,126.45,0.093752,0.0169,0.0094
2026-02-17 12:58:57,126.44,0.094104,0.0169,0.0094
2026-02-17 12:59:07,126.44,0.094455,0.017,0.0094
2026-02-17 12:59:17,126.0,0.094805,0.0171,0.0095
2026-02-17 12:59:27,124.1,0.09515,0.0171,0.0095
2026-02-17 12:59:37,126.65,0.095501,0.0172,0.0096
2026-02-17 12:59:47,125.0,0.095849,0.0173,0.0096
2026-02-17 12:59:57,129.04,0.096207,0.0173,0.0096
2026-02-17 13:00:07,127.99,0.096563,0.0174,0.0097
2026-02-17 13:00:17,126.86,0.096915,0.0174,0.0097
2026-02-17 13:00:27,124.42,0.097261,0.0175,0.0097
2026-02-17 13:00:37,124.73,0.097607,0.0176,0.0098
2026-02-17 13:00:47,127.5,0.097961,0.0176,0.0098
2026-02-17 13:00:57,127.09,0.098314,0.0177,0.0098
2026-02-17 13:01:07,126.85,0.098667,0.0178,0.0099
2026-02-17 13:01:17,124.54,0.099013,0.0178,0.0099
2026-02-17 13:01:27,127.17,0.099366,0.0179,0.0099
2026-02-17 13:01:37,127.33,0.09972,0.0179,0.01
2026-02-17 13:01:47,124.73,0.100066,0.018,0.01
2026-02-17 13:01:57,124.42,0.100412,0.0181,0.01
2026-02-17 13:02:07,126.59,0.100763,0.0181,0.0101
2026-02-17 13:02:17,125.56,0.101112,0.0182,0.0101
2026-02-17 13:02:27,125.89,0.101462,0.0183,0.0101
2026-02-17 13:02:37,125.86,0.101811,0.0183,0.0102
2026-02-17 13:02:47,125.68,0.10216,0.0184,0.0102
2026-02-17 13:02:57,126.45,0.102512,0.0185,0.0103
2026-02-17 13:03:07,127.99,0.102867,0.0185,0.0103
2026-02-17 13:03:17,121.82,0.103206,0.0186,0.0103
2026-02-17 13:03:27,126.32,0.103557,0.0186,0.0104
2026-02-17 13:03:37,126.84,0.103909,0.0187,0.0104
2026-02-17 13:03:47,126.76,0.104261,0.0188,0.0104
2026-02-17 13:03:57,124.54,0.104607,0.0188,0.0105
2026-02-17 13:04:07,122.56,0.104947,0.0189,0.0105
2026-02-17 13:04:17,126.55,0.105299,0.019,0.0105
2026-02-17 13:04:27,128.07,0.105655,0.019,0.0106
2026-02-17 13:04:37,124.32,0.106,0.0191,0.0106
2026-02-17 13:04:47,127.72,0.106355,0.0191,0.0106
2026-02-17 13:04:57,125.46,0.106703,0.0192,0.0107
2026-02-17 13:05:07,125.8,0.107053,0.0193,0.0107
2026-02-17 13:05:17,124.81,0.107399,0.0193,0.0107
2026-02-17 13:05:27,125.83,0.107749,0.0194,0.0108
2026-02-17 13:05:37,127.9,0.108104,0.0195,0.0108
2026-02-17 13:05:47,126.99,0.108457,0.0195,0.0108
2026-02-17 13:05:57,128.32,0.108813,0.0196,0.0109
2026-02-17 13:06:07,127.74,0.109168,0.0197,0.0109
2026-02-17 13:06:17,126.56,0.10952,0.0197,0.011
2026-02-17 13:06:27,128.59,0.109877,0.0198,0.011
2026-02-17 13:06:37,126.44,0.110228,0.0198,0.011
2026-02-17 13:06:47,128.68,0.110586,0.0199,0.0111
2026-02-17 13:06:57,125.24,0.110934,0.02,0.0111
2026-02-17 13:07:07,126.7,0.111286,0.02,0.0111
2026-02-17 13:07:17,125.37,0.111634,0.0201,0.0112
2026-02-17 13:07:27,127.5,0.111988,0.0202,0.0112
2026-02-17 13:07:37,129.71,0.112348,0.0202,0.0112
2026-02-17 13:07:47,129.25,0.112707,0.0203,0.0113
2026-02-17 13:07:57,126.26,0.113058,0.0204,0.0113
2026-02-17 13:08:07,126.72,0.11341,0.0204,0.0113
2026-02-17 13:08:17,127.96,0.113765,0.0205,0.0114
2026-02-17 13:08:27,129.33,0.114125,0.0205,0.0114
2026-02-17 13:08:37,127.42,0.114479,0.0206,0.0114
2026-02-17 13:08:47,124.28,0.114824,0.0207,0.0115
2026-02-17 13:08:57,126.8,0.115176,0.0207,0.0115
2026-02-17 13:09:07,124.15,0.115521,0.0208,0.0116
2026-02-17 13:09:17,125.96,0.115871,0.0209,0.0116
2026-02-17 13:09:27,127.02,0.116224,0.0209,0.0116
2026-02-17 13:09:37,126.8,0.116576,0.021,0.0117
2026-02-17 13:09:47,125.37,0.116924,0.021,0.0117
2026-02-17 13:09:57,125.34,0.117272,0.0211,0.0117
2026-02-17 13:10:07,127.29,0.117626,0.0212,0.0118
2026-02-17 13:10:17,124.6,0.117972,0.0212,0.0118
2026-02-17 13:10:27,124.41,0.118318,0.0213,0.0118
2026-02-17 13:10:37,127.28,0.118671,0.0214,0.0119
2026-02-17 13:10:47,127.84,0.119026,0.0214,0.0119
2026-02-17 13:10:57,126.38,0.119377,0.0215,0.0119
2026-02-17 13:11:07,123.99,0.119722,0.0215,0.012
2026-02-17 13:11:17,126.0,0.120072,0.0216,0.012
2026-02-17 13:11:27,126.85,0.120424,0.0217,0.012
2026-02-17 13:11:37,125.9,0.120774,0.0217,0.0121
2026-02-17 13:11:47,128.67,0.121131,0.0218,0.0121
2026-02-17 13:11:57,123.41,0.121474,0.0219,0.0121
2026-02-17 13:12:07,125.76,0.121823,0.0219,0.0122
2026-02-17 13:12:17,128.38,0.12218,0.022,0.0122
2026-02-17 13:12:27,124.88,0.122527,0.0221,0.0123
2026-02-17 13:12:37,128.49,0.122884,0.0221,0.0123
2026-02-17 13:12:47,127.08,0.123237,0.0222,0.0123
2026-02-17 13:12:57,126.95,0.123589,0.0222,0.0124
2026-02-17 13:13:07,125.66,0.123938,0.0223,0.0124
2026-02-17 13:13:17,127.28,0.124292,0.0224,0.0124
2026-02-17 13:13:27,127.35,0.124646,0.0224,0.0125
2026-02-17 13:13:37,126.3,0.124997,0.0225,0.0125
2026-02-17 13:13:47,126.68,0.125348,0.0226,0.0125
2026-02-17 13:13:57,126.22,0.125699,0.0226,0.0126
2026-02-17 13:14:07,125.17,0.126047,0.0227,0.0126
2026-02-17 13:14:17,124.82,0.126394,0.0228,0.0126
2026-02-17 13:14:27,126.42,0.126745,0.0228,0.0127
2026-02-17 13:14:37,127.48,0.127099,0.0229,0.0127
2026-02-17 13:14:47,127.14,0.127452,0.0229,0.0127
2026-02-17 13:14:57,124.67,0.127798,0.023,0.0128
2026-02-17 13:15:07,126.34,0.128149,0.0231,0.0128
2026-02-17 13:15:17,127.87,0.128504,0.0231,0.0129
2026-02-17 13:15:27,125.56,0.128853,0.0232,0.0129
2026-02-17 13:15:37,125.21,0.129201,0.0233,0.0129
2026-02-17 13:15:47,126.39,0.129552,0.0233,0.013
2026-02-17 13:15:57,128.46,0.129909,0.0234,0.013
2026-02-17 13:16:07,125.64,0.130258,0.0234,0.013
2026-02-17 13:16:17,127.43,0.130612,0.0235,0.0131
2026-02-17 13:16:27,126.96,0.130965,0.0236,0.0131
2026-02-17 13:16:37,126.44,0.131316,0.0236,0.0131
2026-02-17 13:16:47,127.45,0.13167,0.0237,0.0132
2026-02-17 13:16:57,128.83,0.132028,0.0238,0.0132
2026-02-17 13:17:07,125.36,0.132376,0.0238,0.0132
2026-02-17 13:17:17,123.62,0.132719,0.0239,0.0133
2026-02-17 13:17:27,128.03,0.133075,0.024,0.0133
2026-02-17 13:17:37,125.92,0.133425,0.024,0.0133
2026-02-17 13:17:47,128.02,0.13378,0.0241,0.0134
2026-02-17 13:17:57,127.53,0.134135,0.0241,0.0134
2026-02-17 13:18:07,123.49,0.134478,0.0242,0.0134
2026-02-17 13:18:17,124.67,0.134824,0.0243,0.0135
2026-02-17 13:18:27,124.24,0.135169,0.0243,0.0135
2026-02-17 13:18:37,126.0,0.135519,0.0244,0.0136
2026-02-17 13:18:47,126.06,0.135869,0.0245,0.0136
2026-02-17 13:18:57,126.54,0.136221,0.0245,0.0136
2026-02-17 13:19:07,125.59,0.13657,0.0246,0.0137
2026-02-17 13:19:17,125.59,0.136918,0.0246,0.0137
2026-02-17 13:19:27,122.37,0.137258,0.0247,0.0137
2026-02-17 13:19:37,127.44,0.137612,0.0248,0.0138
2026-02-17 13:19:47,125.15,0.13796,0.0248,0.0138
2026-02-17 13:19:57,126.46,0.138311,0.0249,0.0138
2026-02-17 13:20:07,126.76,0.138663,0.025,0.0139
2026-02-17 13:20:17,125.68,0.139012,0.025,0.0139
2026-02-17 13:20:27,126.46,0.139364,0.0251,0.0139
2026-02-17 13:20:37,127.18,0.139717,0.0251,0.014
2026-02-17 13:20:47,125.91,0.140067,0.0252,0.014
2026-02-17 13:20:57,125.73,0.140416,0.0253,0.014
2026-02-17 13:21:07,130.26,0.140778,0.0253,0.0141
2026-02-17 13:21:17,132.01,0.141144,0.0254,0.0141
2026-02-17 13:21:27,130.95,0.141508,0.0255,0.0142
2026-02-17 13:21:37,125.25,0.141856,0.0255,0.0142
2026-02-17 13:21:47,127.04,0.142209,0.0256,0.0142
2026-02-17 13:21:57,124.91,0.142556,0.0257,0.0143
2026-02-17 13:22:07,126.48,0.142907,0.0257,0.0143
2026-02-17 13:22:17,127.3,0.143261,0.0258,0.0143
2026-02-17 13:22:27,123.5,0.143604,0.0258,0.0144
2026-02-17 13:22:37,124.25,0.143949,0.0259,0.0144
2026-02-17 13:22:47,124.02,0.144294,0.026,0.0144
2026-02-17 13:22:57,123.81,0.144638,0.026,0.0145
2026-02-17 13:23:07,125.02,0.144985,0.0261,0.0145
2026-02-17 13:23:17,126.69,0.145337,0.0262,0.0145
2026-02-17 13:23:27,125.52,0.145685,0.0262,0.0146
2026-02-17 13:23:37,126.49,0.146037,0.0263,0.0146
2026-02-17 13:23:47,126.87,0.146389,0.0264,0.0146
2026-02-17 13:23:57,127.42,0.146743,0.0264,0.0147
2026-02-17 13:24:07,126.42,0.147094,0.0265,0.0147
2026-02-17 13:24:17,127.46,0.147448,0.0265,0.0147
2026-02-17 13:24:27,128.62,0.147806,0.0266,0.0148
2026-02-17 13:24:37,127.54,0.14816,0.0267,0.0148
2026-02-17 13:24:47,126.24,0.148511,0.0267,0.0149
2026-02-17 13:24:57,124.88,0.148858,0.0268,0.0149
2026-02-17 13:25:07,126.86,0.14921,0.0269,0.0149
2026-02-17 13:25:17,126.16,0.14956,0.0269,0.015
2026-02-17 13:25:27,127.27,0.149914,0.027,0.015
2026-02-17 13:25:37,128.81,0.150272,0.027,0.015
2026-02-17 13:25:47,125.13,0.150619,0.0271,0.0151
2026-02-17 13:25:57,126.63,0.150971,0.0272,0.0151
2026-02-17 13:26:07,126.67,0.151323,0.0272,0.0151
2026-02-17 13:26:17,127.35,0.151677,0.0273,0.0152
2026-02-17 13:26:27,128.09,0.152032,0.0274,0.0152
2026-02-17 13:26:37,123.84,0.152376,0.0274,0.0152
2026-02-17 13:26:47,127.31,0.15273,0.0275,0.0153
2026-02-17 13:26:57,126.12,0.15308,0.0276,0.0153
2026-02-17 13:27:07,126.32,0.153431,0.0276,0.0153
2026-02-17 13:27:17,126.02,0.153781,0.0277,0.0154
2026-02-17 13:27:27,125.68,0.15413,0.0277,0.0154
